Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level
2007,May,NY,135000,121500,13500,10.00%,Manufacturing,Male,Bachelor's degree
2007,May,NY,90000,81000,9000,10.00%,Retail,Female,High school diploma
2007,May,CA,103000,94000,9000,8.74%,Retail,Male,Associate's degree
2007,May,CA,19800,9900,9900,50.00%,Education,Female,Associate's degree
2007,Jun,NY,220000,202400,17600,8.00%,Manufacturing,Male,Associate's degree
2007,Jun,NY,200000,182000,18000,9.00%,Technology,Female,Bachelor's degree
2007,Jun,CA,12451600,11224400,1227200,9.86%,Retail,Male,Master's degree
2007,Jun,CA,17678400,15576000,2102400,11.89%,Education,Female,Associate's degree
2007,Jul,NY,225000,208800,16200,7.20%,Manufacturing,Male,Associate's degree
2007,Jul,NY,195000,179400,15600,8.00%,Technology,Female,Bachelor's degree
2007,Jul,CA,15321000,14181000,1140000,7.44%,Retail,Male,Master's degree
2007,Jul,CA,11404000,10546000,858000,7.52%,Professional and Business S.,Female,Associate's degree
2007,Aug,NY,220000,204400,15600,7.09%,Energy,Male,Bachelor's degree
2007,Aug,NY,200000,183800,16200,8.10%,Finance,Female,High school diploma
2007,Aug,CA,42800,34900,7900,18.46%,Finance,Male,Master's degree
2007,Aug,CA,110000,101200,8800,8.00%,Hospitality,Female,Associate's degree
2007,Sep,NY,225000,209000,16000,7.11%,Hospitality,Male,Bachelor's degree
2007,Sep,NY,195000,178200,16800,8.62%,Energy,Female,High school diploma
2007,Sep,CA,80000,68000,12000,15.00%,Retail,Male,Master's degree
2007,Sep,CA,75000,68000,7000,9.33%,Finance,Female,Bachelor's degree
2007,Oct,NY,230000,213800,16200,7.04%,Healthcare,Male,Bachelor's degree
2007,Oct,NY,200000,183000,17000,8.50%,Education,Female,High school diploma
2007,Oct,CA,12451600,11224400,1227200,9.86%,Education,Male,High school diploma
2007,Oct,CA,17678400,15576000,2102400,11.89%,Manufacturing,Female,Master's degree
2007,Nov,NY,225000,209400,15600,6.93%,Technology,Male,Bachelor's degree
2007,Nov,NY,195000,178800,16200,8.31%,Retail,Female,High school diploma
2007,Nov,CA,5291,5022,269,5.08%,Education,Male,Master's degree
2007,Nov,CA,68000,63000,5000,7.35%,Retail,Female,Associate's degree
2007,Dec,NY,132000,118800,13200,10.00%,Hospitality,Male,Bachelor's degree
2007,Dec,NY,186000,167400,18600,10.00%,Healthcare,Female,High school diploma
2007,Dec,CA,12451600,11224400,1227200,9.86%,Retail,Male,Master's degree
2007,Dec,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Female,Associate's degree
2008,Jan,NY,128500,115650,12850,10.00%,Energy,Male,Bachelor's degree
2008,Jan,NY,194000,174600,19400,10.00%,Finance,Female,High school diploma
2008,Jan,CA,19250000,16805000,2445000,12.70%,Finance,Male,Master's degree
2008,Jan,CA,85000,81000,4000,4.71%,Hospitality,Female,Associate's degree
2008,Feb,NY,135000,121500,13500,10.00%,Hospitality,Male,Bachelor's degree
2008,Feb,NY,197500,177750,19750,10.00%,Education,Female,High school diploma
2008,Feb,CA,17678400,15576000,2102400,11.89%,Education,Male,Master's degree
2008,Feb,CA,90000,82800,7200,8.00%,Manufacturing,Female,Associate's degree
2008,Mar,NY,139000,125100,13900,10.00%,Technology,Male,Bachelor's degree
2008,Mar,NY,201000,180900,20100,10.00%,Retail,Female,High school diploma
2008,Mar,CA,110000,101200,8800,8.00%,Education,Male,High school diploma
2008,Mar,CA,53800,45900,7900,14.68%,Retail,Female,Bachelor's degree
2008,Apr,NY,141000,126900,14100,10.00%,Energy,Male,Bachelor's degree
2008,Apr,NY,203000,182700,20300,10.00%,Finance,Female,Bachelor's degree
2008,Apr,CA,90000,82800,7200,8.00%,Finance,Male,High school diploma
2008,Apr,CA,82000,75960,6040,7.37%,Hospitality,Female,Bachelor's degree
2008,May,NY,143000,128700,14300,10.00%,Hospitality,Male,Bachelor's degree
2008,May,NY,206000,185400,20600,10.00%,Finance,Female,High school diploma
2008,May,CA,85000,81000,4000,4.71%,Education,Male,Master's degree
2008,May,CA,230000,207000,23000,10.00%,Manufacturing,Female,Associate's degree
2008,Jun,NY,120000,108000,12000,10.00%,Technology,Male,Master's degree
2008,Jun,NY,207500,186750,20750,10.00%,Retail,Female,Associate's degree
2008,Jun,CA,817000,754000,63000,7.71%,Education,Male,Master's degree
2008,Jun,CA,407000,378000,29000,7.13%,Manufacturing,Female,Master's degree
2008,Jul,NY,146000,131400,14600,10.00%,Technology,Male,Associate's degree
2008,Jul,NY,209500,188550,20950,10.00%,Retail,Female,Bachelor's degree
2008,Jul,CA,65400,62000,3400,5.20%,Hospitality,Male,High school diploma
2008,Jul,CA,99800,89900,9900,9.92%,Hospitality,Female,Master's degree
2008,August,NY,19500000,18300000,1200000,6.15%,Information,Male,Associate's degree
2008,August,NY,12500000,11800000,700000,5.60%,Construction,Female,Bachelor's degree
2008,August,CA,4183000,3929000,254000,6.07%,Professional and Business S.,Male,High school diploma
2008,August,CA,7044000,6622000,422000,5.99%,Energy,Female,Master's degree
2008,September,NY,19450000,18250000,1200000,6.17%,Finance,Male,Associate's degree
2008,September,NY,450000,250000,200000,44.44%,Finance,Female,Bachelor's degree
2008,September,CA,103000,94000,9000,8.74%,Hospitality,Male,High school diploma
2008,September,CA,110000,101200,8800,8.00%,Hospitality,Female,Master's degree
2008,October,NY,12600000,11900000,700000,5.56%,Manufacturing,Male,Associate's degree
2008,October,NY,1100000,900000,200000,18.18%,Finance and Insurance,Female,Bachelor's degree
2008,October,CA,90000,82800,7200,8.00%,Technology,Male,High school diploma
2008,October,CA,82000,75960,6040,7.37%,Retail,Female,Master's degree
2008,November,NY,400000,200000,200000,50.00%,Retail,Male,Associate's degree
2008,November,NY,140000,82000,58000,41.43%,Government and Public Admin.,Female,Bachelor's degree
2008,November,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Male,High school diploma
2008,November,CA,120000,112200,7800,6.50%,Energy,Female,Associate's degree
2008,December,NY,135000,121500,13500,10.00%,Finance,Male,Bachelor's degree
2008,December,NY,90000,81000,9000,10.00%,Finance,Female,High school diploma
2008,December,CA,103000,94000,9000,8.74%,Hospitality,Male,Master's degree
2008,December,CA,17678400,15576000,2102400,11.89%,Hospitality,Female,Associate's degree
2009,January,NY,19350000,18150000,1200000,6.20%,Manufacturing,Male,Bachelor's degree
2009,January,NY,350000,150000,200000,57.14%,Manufacturing,Female,High school diploma
2009,January,CA,90000,82800,7200,8.00%,Professional and Business S.,Male,Bachelor's degree
2009,January,CA,82000,75960,6040,7.37%,Energy,Female,Bachelor's degree
2009,February,NY,270000,200000,70000,25.93%,Finance,Male,Bachelor's degree
2009,February,NY,12700000,12000000,700000,5.51%,Finance,Female,High school diploma
2009,February,CA,19500000,18300000,1200000,6.15%,Hospitality,Male,High school diploma
2009,February,CA,4145000,3878000,267000,6.44%,Hospitality,Female,High school diploma
2009,March,NY,6971000,6524000,447000,6.41%,"Trade, Transportation, Util.",Male,Some College
2009,March,NY,4162000,3909000,253000,6.08%,"Trade, Transportation, Util.",Female,Some College
2009,March,CA,6998000,6555000,443000,6.33%,Professional and Business S.,Male,Master's degree
2009,March,CA,4168000,3914000,254000,6.09%,Energy,Female,Master's degree
2009,April,NY,7019000,6590000,429000,6.11%,Finance,Male,Bachelor's degree
2009,April,NY,4183000,3929000,254000,6.07%,Finance,Female,High school diploma
2009,April,CA,7044000,6622000,422000,5.99%,Hospitality,Male,Master's degree
2009,April,CA,90000,82800,7200,8.00%,Hospitality,Female,Master's degree
2009,May,NY,19250000,16805000,2445000,12.70%,Construction,Male,Bachelor's
2009,May,NY,350000,150000,200000,57.14%,Construction,Female,Bachelor's
2009,May,CA,103000,94000,9000,8.74%,Agriculture,Male,High school diploma
2009,May,CA,85000,74250,10750,12.65%,Professional and Business S.,Female,Master's degree
2009,June,NY,10708800,9589300,1119500,10.45%,Energy,Male,Associate's degree
2009,June,NY,12800000,12100000,700000,5.47%,Finance,Female,Bachelor's degree
2009,June,CA,4145000,3878000,267000,6.44%,Finance,Male,High school diploma
2009,June,CA,6971000,6524000,447000,6.41%,Hospitality,Female,High school diploma
2009,July,NY,4162000,3909000,253000,6.08%,Hospitality,Male,Master's degree
2009,July,NY,6998000,6555000,443000,6.33%,Finance,Female,Master's
2009,July,CA,4168000,3914000,254000,6.09%,Hospitality,Male,Bachelor's degree
2009,July,CA,7019000,6590000,429000,6.11%,Hospitality,Female,Bachelor's degree
2009,Aug,NY,4183000,3929000,254000,6.07%,Manufacturing,Male,Associate's degree
2009,Aug,NY,7044000,6622000,422000,5.99%,Finance,Female,Bachelor's degree
2009,Aug,CA,1270000,1148000,122000,9.61%,Agriculture,Male,High school diploma
2009,Aug,CA,750000,675000,75000,10.00%,Professional and Business S.,Female,High school diploma
2009,September,NY,11404000,10546000,858000,7.52%,Energy,Male,Master's degree
2009,September,NY,10690300,9581500,1108800,10.37%,Finance,Female,Bachelor's
2009,September,CA,12451600,11224400,1227200,9.86%,Finance,Male,Master's degree
2009,September,CA,17678400,15576000,2102400,11.89%,Hospitality,Female,Master's degree
2009,October,NY,13548700,11961900,1586800,11.71%,Hospitality,Male,Associate's degree
2009,October,NY,10708100,9606300,1101800,10.29%,Retail,Female,Bachelor's degree
2009,October,CA,90000,82800,7200,8.00%,Professional and Business S.,Male,High school diploma
2009,October,CA,82000,75960,6040,7.37%,Energy,Female,Master's degree
2009,November,NY,13540400,11937500,1602900,11.84%,Finance,Male,Bachelor's
2009,November,NY,4145000,3878000,267000,6.44%,Finance,Female,High School
2009,November,CA,6971000,6524000,447000,6.41%,Hospitality,Male,Master's degree
2009,November,CA,4162000,3909000,253000,6.08%,Hospitality,Female,Master's degree
2009,December,NY,6998000,6555000,443000,6.33%,Hospitality,Male,Associate's degree
2009,December,NY,4168000,3914000,254000,6.09%,Health Care,Female,Bachelor's degree
2009,December,CA,7019000,6590000,429000,6.11%,Professional and Business S.,Male,High school diploma
2009,December,CA,4183000,3929000,254000,6.07%,Energy,Female,Master's degree
2010,January,NY,7044000,6622000,422000,5.99%,Finance,Male,High School
2010,January,NY,10694900,9516400,1178500,11.02%,Finance,Female,Some College
2010,January,CA,4145000,3878000,267000,6.44%,Hospitality,Male,Bachelor's degree
2010,January,CA,6971000,6524000,447000,6.41%,Hospitality,Female,Bachelor's degree
2010,February,NY,4162000,3909000,253000,6.08%,Finance,Male,Bachelor's
2010,February,NY,6998000,6555000,443000,6.33%,Manufacturing,Female,High School
2010,February,CA,4168000,3914000,254000,6.09%,Professional and Business S.,Male,Master's degree
2010,February,CA,7019000,6590000,429000,6.11%,Energy,Female,Associate's degree
2010,March,NY,4183000,3929000,254000,6.07%,Hospitality,Male,Bachelor's degree
2010,March,NY,7044000,6622000,422000,5.99%,Hospitality,Female,High school diploma
2010,March,CA,90000,82800,7200,8.00%,Professional and Business S.,Male,Master's degree
2010,March,CA,82000,75960,6040,7.37%,Energy,Female,Master's degree
2010,April,NY,13565600,11925100,1640500,12.09%,Health Care,Male,Associate's degree
2010,April,NY,12451600,11224400,1227200,9.86%,Information Tech,Female,Some College
2010,April,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Male,Master's degree
2010,April,CA,817000,754000,63000,7.71%,Energy,Female,Associate's degree
2010,May,NY,407000,378000,29000,7.13%,Hospitality,Male,High School
2010,May,NY,12225600,11006400,1219200,9.97%,Hospitality,Female,Bachelor's
2010,May,CA,12451600,11224400,1227200,9.86%,Professional and Business S.,Male,Bachelor's degree
2010,May,CA,17678400,15576000,2102400,11.89%,Energy,Female,Bachelor's degree
2010,June,NY,16965100,14873700,2091400,12.33%,Construction,Male,Some College
2010,June,NY,12314700,11076600,1238100,10.05%,Health Care,Female,Master's
2010,June,CA,4145000,3878000,267000,6.44%,Professional and Business S.,Male,Master's degree
2010,June,CA,6971000,6524000,447000,6.41%,Energy,Female,Master's degree
2010,July,NY,4162000,3909000,253000,6.08%,Hospitality,Male,Associate's degree
2010,July,NY,6998000,6555000,443000,6.33%,Hospitality,Female,Bachelor's degree
2010,July,CA,4168000,3914000,254000,6.09%,Professional and Business S.,Male,High school diploma
2010,July,CA,7019000,6590000,429000,6.11%,Energy,Female,Master's degree
2010,August,NY,4183000,3929000,254000,6.07%,Retail,Male,Some College
2010,August,NY,7044000,6622000,422000,5.99%,Transportation,Female,High School
2010,August,CA,90000,82800,7200,8.00%,Finance,Male,Master's degree
2010,August,CA,82000,75960,6040,7.37%,Professional and Business S.,Female,Associate's degree
2010,September,NY,16896900,14746900,2150000,12.72%,Energy,Male,Bachelor's
2010,September,NY,12353600,11122700,1230900,9.96%,Finance,Female,Some College
2010,September,CA,7019000,6590000,429000,6.11%,Finance,Male,Master's degree
2010,September,CA,103000,94000,9000,8.74%,Hospitality,Female,Associate's degree
2010,October,NY,16903900,14799100,2104800,12.45%,Hospitality,Male,High School
2010,October,NY,4168000,3914000,254000,6.09%,Health Care,Female,Bachelor's
2010,October,CA,7019000,6590000,429000,6.11%,finance,Male,Master's degree
2010,October,CA,53800,45900,7900,14.68%,Agriculture,Female,Associate's degree
2010,November,NY,16855300,14694100,2161200,12.82%,Information Tech,Male,Some College
2010,November,NY,12281500,11052600,1228900,10.01%,Manufacturing,Female,High School
2010,November,CA,90000,82800,7200,8.00%,Technology,Male,Master's degree
2010,November,CA,82000,75960,6040,7.37%,Retail,Female,Associate's degree
2010,December,NY,16794400,14597200,2197200,13.08%,Technology,Male,Bachelor's
2010,December,NY,19450000,18250000,1200000,6.17%,Retail,Female,Master's
2010,December,CA,17678400,15576000,2102400,11.89%,Education,Male,Master's degree
2010,December,CA,15309600,13973800,1335800,8.73%,Manufacturing,Female,Associate's degree
2011,January,NY,18315300,15935100,2380200,13.00%,Technology,Male,Some College
2011,January,NY,12078700,10912500,1166200,9.66%,Retail,Female,Bachelor's
2011,January,CA,12451600,11224400,1227200,9.86%,Professional and Business S.,Male,Bachelor's degree
2011,January,CA,17678400,15576000,2102400,11.89%,Energy,Female,Bachelor's degree
2011,February,NY,18243100,15860200,2382900,13.06%,Finance,Male,High School
2011,February,NY,12147500,10993700,1153800,9.50%,Finance,Female,Some College
2011,February,CA,103000,94000,9000,8.74%,Hospitality,Male,Master's degree
2011,February,CA,17678400,15576000,2102400,11.89%,Hospitality,Female,Associate's degree
2011,March,NY,18289700,15912300,2377400,13.00%,Information Tech,Male,Bachelor's
2011,March,NY,12137600,10925200,1212400,9.99%,Construction,Female,High School
2011,March,CA,4168000,3914000,254000,6.09%,Professional and Business S.,Male,Master's degree
2011,March,CA,7019000,6590000,429000,6.11%,Energy,Female,Associate's degree
2011,April,NY,18345600,15985300,2360300,12.87%,Finance,Male,Bachelor's degree
2011,April,NY,12191700,10966800,1224900,10.05%,Finance,Female,High school diploma
2011,April,CA,85000,74250,10750,12.65%,Hospitality,Male,Master's degree
2011,April,CA,65400,62000,3400,5.20%,Hospitality,Female,Associate's degree
2011,May,NY,18339800,16016000,2323800,12.67%,Hospitality,Male,High School
2011,May,NY,12239400,11042600,1196800,9.78%,Health Care,Female,Some College
2011,May,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Male,Master's degree
2011,May,CA,68000,63000,5000,7.35%,Energy,Female,Associate's degree
2011,June,NY,18332200,16024600,2307600,12.59%,Finance,Male,Bachelor's
2011,June,NY,12240200,11047400,1192800,9.74%,Finance,Female,High School
2011,June,CA,11898900,10512000,1386900,11.66%,Hospitality,Male,Bachelor's degree
2011,June,CA,14813100,13418200,1394900,9.42%,Hospitality,Female,Bachelor's degree
2011,July,NY,18276100,15994200,2281900,12.49%,Finance,Male,Some College
2011,July,NY,12191900,11024500,1167400,9.58%,Finance,Female,Bachelor's
2011,July,CA,230000,207000,23000,10.00%,Professional and Business S.,Male,Master's degree
2011,July,CA,120000,108000,12000,10.00%,Energy,Female,Associate's degree
2011,August,NY,18245600,15941800,2303800,12.63%,Finance,Male,Bachelor's degree
2011,August,NY,12253300,11025900,1227400,10.02%,Finance,Female,High school diploma
2011,August,CA,80000,68000,12000,15.00%,Hospitality,Male,Master's degree
2011,August,CA,75000,68000,7000,9.33%,Hospitality,Female,Associate's degree
2011,September,NY,16923400,14723600,2199800,13.00%,Manufacturing,Male,High School
2011,September,NY,12354600,10936700,1417900,11.48%,Finance,Female,Some College
2011,September,CA,5291,5022,269,5.08%,Technology,Male,Master's degree
2011,September,CA,99800,89900,9900,9.92%,Retail,Female,Associate's degree
2011,October,NY,16890400,14674200,2216200,13.12%,Retail,Male,Bachelor's
2011,October,NY,12304400,10887300,1417100,11.52%,Information,Female,Master's
2011,October,CA,9800000,9082500,717500,7.32%,Professional and Business S.,Male,Master's degree
2011,October,CA,8700000,8047500,652500,7.50%,Energy,Female,Associate's degree
2011,November,NY,16812100,14629500,2182600,12.98%,Hospitality,Male,Some College
2011,November,NY,12264600,10837500,1427100,11.64%,Hospitality,Female,High School
2011,November,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Male,Master's degree
2011,November,CA,15309600,13973800,1335800,8.73%,Energy,Female,Associate's degree
2011,December,NY,16785600,14596300,2189300,13.04%,Finance,Male,Bachelor's degree
2011,December,NY,12230500,10796800,1433700,11.72%,Health Care,Female,High school diploma
2011,December,CA,1270000,1148000,122000,9.61%,Professional and Business S.,Male,Master's degree
2011,December,CA,750000,675000,75000,10.00%,Energy,Female,Associate's degree
2012,January,NY,135000,121500,13500,10.00%,Hospitality,Male,Master's
2012,January,NY,90000,81000,9000,10.00%,Hospitality,Female,High School
2012,January,CA,103000,94000,9000,8.74%,Professional and Business S.,Male,Master's degree
2012,January,CA,53800,45900,7900,14.68%,Energy,Female,Associate's degree
2012,February,NY,17583700,15891000,1692700,9.63%,Manufacturing,Male,High School
2012,February,NY,12215300,11145700,1069600,8.76%,Health Care,Female,Some College
2012,February,CA,90000,82800,7200,8.00%,Finance,Male,Master's degree
2012,February,CA,65400,62000,3400,5.20%,Professional and Business S.,Female,Associate's degree
2012,March,NY,17556700,15921400,1635300,9.31%,Energy,Male,Associate's
2012,March,NY,12269100,11230300,1038800,8.47%,Hospitality,Female,Bachelor's
2012,March,CA,15321000,14181000,1140000,7.44%,Hospitality,Male,Master's degree
2012,March,CA,11404000,10546000,858000,7.52%,Professional and Business S.,Female,Associate's degree
2012,April,NY,17561900,15921500,1640400,9.34%,Energy,Male,Associate's degree
2012,April,NY,12280200,11237900,1042300,8.49%,Finance,Female,Bachelor's degree
2012,April,CA,85000,74250,10750,12.65%,Education,Male,High school diploma
2012,April,CA,103000,94000,9000,8.74%,Manufacturing,Female,Master's degree
2012,May,NY,17616500,15959200,1657300,9.41%,Technology,Male,Associate's degree
2012,May,NY,12359600,11300200,1059400,8.57%,Retail,Female,Associate's
2012,May,CA,80000,68000,12000,15.00%,Education,Male,Master's degree
2012,May,CA,75000,68000,7000,9.33%,Manufacturing,Female,Associate's degree
2012,June,NY,17614200,15980600,1633600,9.27%,Technology,Male,Some College
2012,June,NY,12355200,11331000,1024200,8.29%,Retail,Female,High School
2012,June,CA,17678400,15576000,2102400,11.89%,Technology,Male,Master's degree
2012,June,CA,15309600,13973800,1335800,8.73%,Retail,Female,Associate's degree
2012,July,NY,17632500,16012900,1619600,9.19%,Energy,Male,Bachelor's
2012,July,NY,12398700,11371300,1027400,8.29%,Hospitality,Female,Some College
2012,July,CA,817000,754000,63000,7.71%,Hospitality,Male,Master's degree
2012,July,CA,407000,378000,29000,7.13%,Professional and Business S.,Female,Associate's degree
2012,August,NY,17667600,16033200,1634400,9.25%,Energy,Male,Associate's degree
2012,August,NY,12416400,11392600,1023800,8.25%,Information Tech,Female,Bachelor's degree
2012,August,CA,110000,101200,8800,8.00%,Professional and Business S.,Male,Bachelor's degree
2012,August,CA,120000,112200,7800,6.50%,Energy,Female,Bachelor's degree
2012,September,NY,135000,121500,13500,10.00%,Hospitality,Male,Associate's degree
2012,September,NY,90000,81000,9000,10.00%,Hospitality,Female,High School
2012,September,CA,103000,94000,9000,8.74%,Professional and Business S.,Male,Master's degree
2012,September,CA,82000,75960,6040,7.37%,Energy,Female,Associate's degree
2012,October,NY,18173400,16205200,1968200,10.83%,Retail,Male,Some College
2012,October,NY,12451600,11224400,1227200,9.86%,Construction,Female,High School
2012,October,CA,17678400,15576000,2102400,11.89%,Professional and Business S.,Male,Master's degree
2012,October,CA,85000,74250,10750,12.65%,Energy,Female,Associate's degree
2012,November,NY,18174600,16220900,1953700,10.75%,Hospitality,Male,Bachelor's
2012,November,NY,12459000,11233100,1225900,9.84%,Hospitality,Female,Some College
2012,November,CA,90000,82800,7200,8.00%,Professional and Business S.,Male,Master's degree
2012,November,CA,42800,34900,7900,18.46%,Energy,Female,Associate's degree
2012,December,NY,18190200,16255000,1935200,10.64%,Manufacturing,Male,Bachelor's degree
2012,December,NY,12463900,11250400,1213500,9.74%,Financial Services,Female,High school diploma
2012,December,CA,11898900,10512000,1386900,11.66%,Professional and Business S.,Male,Master's degree
2012,December,CA,14813100,13418200,1394900,9.42%,Energy,Female,Associate's degree
2013,January,NY,15320800,13876000,1444800,9.43%,Hospitality,Male,Associate's
2013,January,NY,12075900,10958400,1117500,9.25%,Hospitality,Female,Some College
2013,January,CA,103000,94000,9000,8.74%,Professional and Business S.,Male,Bachelor's degree
2013,January,CA,5291,5022,269,5.08%,Energy,Female,Bachelor's degree
2013,February,NY,15292400,13941200,1351200,8.84%,Retail,Male,Master's
2013,February,NY,12031900,10963800,1068100,8.88%,Education,Female,Bachelor's
2013,February,CA,18174600,16220900,1953700,10.75%,Agriculture,Male,Master's degree
2013,February,CA,17678400,15576000,2102400,11.89%,Agriculture,Female,Associate's degree
2013,March,NY,15309600,13973800,1335800,8.73%,Health Care,Male,High School
2013,March,NY,110000,101200,8800,8.00%,Construction,Female,Some College
2013,March,CA,230000,207000,23000,10.00%,Professional and Business S.,Male,Master's degree
2013,March,CA,120000,108000,12000,10.00%,Energy,Female,Associate's degree
2013,April,NY,135000,121500,13500,10.00%,Hospitality,Male,Associate's
2013,April,NY,90000,81000,9000,10.00%,Manufacturing,Female,Master's
2013,April,CA,103000,94000,9000,8.74%,Professional and Business S.,Male,Master's degree
2013,April,CA,68000,63000,5000,7.35%,Energy,Female,Associate's degree
2013,May,NY,15415800,14085800,1330000,8.63%,Hospitality,Male,High School
2013,May,NY,12172700,11188300,984400,8.09%,Finance,Female,Bachelor's
2013,May,CA,103000,94000,9000,8.74%,Professional and Business S.,Male,Master's degree
2013,May,CA,9800000,9082500,717500,7.32%,Energy,Female,Associate's degree
2013,June,NY,8700000,8047500,652500,7.50%,Hospitality,Male,Associate's
2013,June,NY,12246600,10980700,1265900,10.34%,Hospitality,Female,High School
2013,June,CA,53800,45900,7900,14.68%,Professional and Business S.,Male,Master's degree
2013,June,CA,18174600,16220900,1953700,10.75%,Professional and Business S.,Female,Associate's degree
2013,July,NY,14509100,13021100,1488000,10.26%,finance,Male,Associate's degree
2013,July,NY,12275300,11001400,1273900,10.38%,Agriculture,Female,Bachelor's degree
2013,July,CA,99800,89900,9900,9.92%,Hospitality,Male,High school diploma
2013,July,CA,103000,94000,9000,8.74%,Professional and Business S.,Female,Master's degree
2013,August,NY,14529100,13042000,1487100,10.24%,finance,Male,Associate's degree
2013,August,NY,12302500,11024400,1278100,10.39%,Agriculture,Female,Doctorate
2013,August,CA,17678400,15576000,2102400,11.89%,Hospitality,Male,Master's degree
2013,August,CA,103000,94000,9000,8.74%,Professional and Business S.,Female,Associate's degree
2013,September,NY,14547200,13063100,1484100,10.20%,finance,Male,Bachelor's
2013,September,NY,12327800,11046400,1281400,10.39%,Agriculture,Female,Associate's
2013,September,CA,120000,112200,7800,6.50%,Hospitality,Male,Master's degree
2013,September,CA,135000,121500,13500,10.00%,Technology,Female,Associate's degree
2013,October,NY,90000,81000,9000,10.00%,Retail,Male,High School
2013,October,NY,103000,94000,9000,8.74%,Retail,Female,Some College
2013,October,CA,65400,62000,3400,5.20%,Technology,Male,Master's degree
2013,October,CA,5291,5022,269,5.08%,Retail,Female,Associate's degree
2013,November,NY,14579900,13102700,1477200,10.13%,Education,Male,Bachelor's
2013,November,NY,12376500,11094400,1282100,10.36%,Health Care,Female,Master's
2013,November,CA,110000,101200,8800,8.00%,Professional and Business S.,Male,Master's degree
2013,November,CA,15321000,14181000,1140000,7.44%,finance,Female,Associate's degree
2013,December,NY,11404000,10546000,858000,7.52%,Agriculture,Male,Associate's degree
2013,December,NY,12400000,11118500,1281500,10.33%,Hospitality,Female,Bachelor's degree
2013,December,CA,11898900,10512000,1386900,11.66%,Agriculture,Male,High school diploma
2013,December,CA,14813100,13418200,1394900,9.42%,Hospitality,Female,High school diploma
2014,January,NY,14608300,13139300,1469000,10.06%,Professional and Business S.,Male,Master's degree
2014,January,NY,12422900,11142500,1280400,10.31%,finance,Female,High School
2014,January,CA,18174600,16220900,1953700,10.75%,Education,Male,High school diploma
2014,January,CA,90000,82800,7200,8.00%,Manufacturing,Female,Master's degree
2014,February,NY,17453900,15732900,1721000,9.86%,Technology,Male,Bachelor's
2014,February,NY,12195200,11106900,1088300,8.92%,Retail,Female,Some College
2014,February,CA,11898900,10512000,1386900,11.66%,Education,Male,Master's degree
2014,February,CA,14813100,13418200,1394900,9.42%,Manufacturing,Female,Associate's degree
2014,March,NY,17463300,15759400,1703900,9.76%,Technology,Male,Bachelor's degree
2014,March,NY,12210700,11114100,1096600,8.98%,Retail,Female,High school diploma
2014,March,CA,90000,82800,7200,8.00%,Agriculture,Male,Bachelor's degree
2014,March,CA,82000,75960,6040,7.37%,Agriculture,Female,Bachelor's degree
2014,April,NY,17492600,15804800,1687800,9.65%,Retail,Male,Master's
2014,April,NY,12239900,11148800,1091100,8.91%,Professional and Business Services,Female,Some College
2014,April,CA,103000,94000,9000,8.74%,Agriculture,Male,High school diploma
2014,April,CA,120000,112200,7800,6.50%,Agriculture,Female,Master's degree
2014,May,NY,135000,121500,13500,10.00%,Transportation and Utilities,Male,Bachelor's
2014,May,NY,90000,81000,9000,10.00%,"Trade, Transportation, and Utilities",Female,High School
2014,May,CA,103000,94000,9000,8.74%,Retail,Male,High school diploma
2014,May,CA,65400,62000,3400,5.20%,Agriculture,Female,Master's degree
2014,June,NY,17534200,15871900,1662300,9.48%,Manufacturing,Male,Some College
2014,June,NY,12279100,11208600,1070500,8.72%,Information,Female,Bachelor's
2014,June,CA,230000,207000,23000,10.00%,Technology,Male,High school diploma
2014,June,CA,120000,108000,12000,10.00%,Retail,Female,Master's degree
2014,July,NY,17561100,15914400,1646700,9.38%,Professional and Business Services,Male,High School
2014,July,NY,12296400,11234600,1061800,8.64%,Education and Health,Female,Master's
2014,July,CA,14813100,13418200,1394900,9.42%,Professional and Business S.,Male,High school diploma
2014,July,CA,817000,754000,63000,7.71%,Energy,Female,Master's degree
2014,August,NY,407000,378000,29000,7.13%,Hospitality,Male,Some College
2014,August,NY,12313100,11260000,1053100,8.55%,Transportation and Utilities,Female,Bachelor's
2014,August,CA,80000,68000,12000,15.00%,Agriculture,Male,High school diploma
2014,August,CA,75000,68000,7000,9.33%,Retail,Female,Master's degree
2014,September,NY,17599700,15984100,1615600,9.18%,Construction,Male,High School
2014,September,NY,12326200,11288600,1037600,8.42%,Education and Health,Female,Master's
2014,September,CA,1270000,1148000,122000,9.61%,Agriculture,Male,Master's degree
2014,September,CA,750000,675000,75000,10.00%,Technology,Female,Associate's degree
2014,October,NY,14432900,12825200,1607700,11.14%,Retail,Male,Bachelor's degree
2014,October,NY,11848900,10456700,1392200,11.75%,Manufacturing,Female,High school diploma
2014,October,CA,9800000,9082500,717500,7.32%,Retail,Male,Bachelor's degree
2014,October,CA,8700000,8047500,652500,7.50%,Education,Female,Bachelor's degree
